,Abaetetuba,Abel Figueiredo,Acará,Afuá,Água Azul do Norte,Alenquer,Almeirim,Altamira,Anajás,Ananindeua,Anapu,Augusto Corrêa,Aurora do Pará,Aveiro,Bagre,Baião,Bannach,Barcarena,Belém,Belterra,Benevides,Bom Jesus do Tocantins,Bonito,Bragança,Brasil Novo,Brejo Grande do Araguaia,Breu Branco,Breves,Bujaru,Cachoeira do Piriá,Cachoeira do Arari,Cametá,Canaã dos Carajás,Capanema,Capitão Poço,Castanhal,Chaves,Colares,Conceição do Araguaia,Concórdia do Pará,Cumaru do Norte,Curionópolis,Curralinho,Curuá,Curuçá,Dom Eliseu,Eldorado do Carajás,Faro,Floresta do Araguaia,Garrafão do Norte,Goianésia do Pará,Gurupá,Igarapé-Açu,Igarapé-Miri,Inhangapi,Ipixuna do Pará,Irituia,Itaituba,Itupiranga,Jacareacanga,Jacundá,Juruti,Limoeiro do Ajuru,Mãe do Rio,Magalhães Barata,Marabá,Maracanã,Marapanim,Marituba,Medicilândia,Melgaço,Mocajuba,Moju,Mojuí dos Campos,Monte Alegre,Muaná,Nova Esperança do Piriá,Nova Ipixuna,Nova Timboteua,Novo Progresso,Novo Repartimento,Óbidos,Oeiras do Pará,Oriximiná,Ourém,Ourilândia do Norte,Pacajá,Palestina do Pará,Paragominas,Parauapebas,Pau D'Arco,Peixe-Boi,Piçarra,Placas,Ponta de Pedras,Portel,Porto de Moz,Prainha,Primavera,Quatipuru,Redenção,Rio Maria,Rondon do Pará,Rurópolis,Salinópolis,Salvaterra,Santa Bárbara do Pará,Santa Cruz do Arari,Santa Izabel do Pará,Santa Luzia do Pará,Santa Maria das Barreiras,Santa Maria do Pará,Santana do Araguaia,Santarém,Santarém Novo,Santo Antônio do Tauá,São Caetano de Odivelas,São Domingos do Araguaia,São Domingos do Capim,São Félix do Xingu,São Francisco do Pará,São Geraldo do Araguaia,São João da Ponta,São João de Pirabas,São João do Araguaia,São Miguel do Guamá,São Sebastião da Boa Vista,Sapucaia,Senador José Porfírio,Soure,Tailândia,Terra Alta,Terra Santa,Tomé-Açu,Tracuateua,Trairão,Tucumã,Tucuruí,Ulianópolis,Uruará,Vigia,Viseu,Vitória do Xingu,Xinguara
Ourilândia do Norte,703.0057235465015,437.7730900509616,695.6034693208064,810.7961636405506,138.20869544276042,866.807631895544,909.8217161092498,294.4206949605544,761.8874353895812,766.3134323312923,392.04221746788096,898.1443748387904,717.1190717266986,664.0650049646226,588.8451692556835,524.5131752030579,87.89264410228907,737.8310467186096,772.006568258209,622.2384266196852,771.1085265450382,402.62992747122246,821.2083511145686,873.2359783388833,490.2509964126661,386.1531414975759,478.8080773424772,717.1469668910795,752.0689928036278,826.8025674415964,791.8802092749888,623.0322004996292,192.1120392665101,855.2722642929646,766.3251509669545,798.9927688256622,851.1711858292665,811.5020159689481,223.7493604713961,734.6633561342679,106.79050820898236,245.74295502225448,679.2529940340003,751.3883994568738,851.0691291336301,538.6099930102974,290.26748223504666,999.7184958514928,204.49849266047843,766.0581703656791,472.0718327166836,708.5675227146176,828.2662414313064,658.1943775724183,777.5247460580897,652.5352942654753,776.1467305898308,588.7216919557604,318.31831978799727,647.3998141267581,409.1905572893852,760.2182253776393,665.4404864238317,752.601628874972,856.6215271231584,261.9059441394936,864.1959876275424,849.9074908393524,763.1543646627848,522.6862404037666,658.4887516620888,591.2066559196384,597.7767859559375,604.968399569483,786.5465619965823,724.6959924495372,759.5283344946426,372.65161396334855,837.3151986651492,464.5424187584282,359.20440035468374,943.1378899384558,606.9306219218244,1072.224377672595,821.5199281097091,0.0,435.65987280012007,381.6053674268805,640.2568518493055,184.2900116770544,146.07593668499615,846.9104847767903,288.33526651562414,527.548989722159,758.2590210796586,553.4955658365392,606.0844091147825,649.2676585461085,872.0489634781453,887.6940745831166,148.8940643101642,170.51569758191877,468.4572157940367,554.7282769884688,884.4994068711443,809.5577979032331,786.7950013903718,806.2880678346557,776.0808537852058,821.0659417432613,174.4510907015238,809.1283139489811,223.936263585116,683.7469222573907,863.7417430834209,800.216913490408,830.7496898069809,363.1453251255416,746.559711907327,96.08105992432505,812.2066266201568,331.0999250095774,833.3090790340833,882.7213302638808,379.98113515204966,787.1947959490683,704.0297470970996,218.87168184740688,374.5210368466896,842.7864673114808,593.328898785107,826.3969667642241,832.8290163890556,646.2664719510308,875.7502486286867,570.9471250216525,77.9974195854024,444.6679432209335,599.9914600258866,510.6687619753949,819.9837168712598,865.4016583123831,491.3111937754967,209.1172197135352
Pacajá,291.40984281367304,282.7144130025008,307.2513653861064,380.573530819666,344.188761371427,597.5360538508564,571.0676959280934,476.4686214693172,326.2942806812649,361.4506609759573,82.03999233394136,540.5306754483845,360.8109038857504,597.5125798202882,154.09722208921886,120.48587053020108,422.7919814550122,329.0619643795348,363.3437997991014,487.1595334825692,369.3998069043189,257.1202088766057,449.4386642361509,511.23075544665744,232.07079737804816,333.84585999820905,139.97208434416788,285.01713400190386,362.9352770227481,501.901305094858,368.71012856361006,201.8424084054072,310.62649479137167,481.9334527872632,419.2322506846149,407.16554273238427,415.5228248447118,402.5029164076873,515.2700555961668,356.7129436120763,534.8322020456222,304.16394578991105,244.277674609162,538.0909411854631,448.9207097049301,308.345036049161,306.5071227104005,844.969235493761,445.27025091868734,429.3195446344352,184.37865620872083,299.8869128114126,442.37289999205,245.5370114966695,389.16573146158765,316.3224920501575,414.9570082419688,693.865045961413,180.12479258460206,848.3938628370896,190.30329187164813,631.7111157746743,240.0419403439112,394.2263644468012,461.4869980307286,226.821631190196,472.62560002271937,453.3976999168984,361.3836208540473,290.4214698640377,236.7822253813185,178.61424857364307,205.60898897513533,443.01719541516064,505.0933540826204,297.6802883769707,438.5271643870413,211.95188568170232,456.6217296016613,735.0636056204524,99.41142827140406,683.1836201708281,175.993578383884,846.455482301498,457.9191567977597,435.65987280012007,0.0,353.548918846192,340.37056428628813,274.83564866974655,454.14717660040753,468.9434375355026,364.8252991069442,429.8797150208873,333.56687130840925,129.49256460456286,270.3195437810617,378.6113835213223,493.4352310206982,509.9120584372642,489.96368894245546,414.6741538521296,258.0439915027594,511.7092293628091,494.0508351272471,390.56944614861214,382.9019209355147,374.59045743831626,379.144474036416,469.19453886022296,551.493372732792,430.46400953465167,631.583415578777,523.5127366273822,478.7743934394421,396.2402319536959,426.71596388761895,304.20258639925083,375.541879720872,433.5198898545643,422.6421569924818,348.0280414574601,430.9148637897827,497.8447335492319,290.57075594205514,410.8760085498749,271.59279065028335,369.97015481903424,137.7298729165878,419.1217933585464,227.3841048021928,429.5562715897625,675.1665799160777,287.17404606265177,504.64296584153806,616.858551846602,358.7153701761779,91.94831345483225,348.4719549695648,352.58375528702254,415.1501787786327,522.6485245076445,161.00662168153343,376.10527092660567
Palestina do Pará,470.1409793649953,108.02140881440972,432.7816159535555,681.9650690911163,246.30898504040908,947.6340944139304,923.5809382147484,612.9644784389095,593.9603833889156,510.7412469489897,389.2045831363396,574.6948066583274,417.141753672796,883.6584371445363,443.3231050517231,344.1645676119675,304.2625830470502,493.3137027048776,521.2156072408665,794.559771580324,510.2312105450857,106.38854793805106,518.5325686774052,555.7767268608025,560.8629182850003,22.3887177193478,267.96486314661644,590.2471100116379,478.5156550130048,487.3150419804006,565.2139483353039,427.78270004537256,197.531961118308,549.9295963236817,450.02448760197245,520.911482764455,675.420027266234,555.1239105545261,280.677050055568,451.9791891578991,422.0142960276783,142.69996179215053,515.2725568324728,874.8576248964796,579.2239884448416,200.4936835815108,98.076802350829,1173.4894715187752,224.10043392417123,441.9324720351677,222.69839627178192,637.9837950847149,539.1955913231961,437.9197677012275,498.6946054500896,350.6389110845897,470.1334045039135,898.8572980454127,188.9572857986009,1000.7893942137932,172.89698965577685,944.8267736171452,467.9462427619791,447.902219340274,574.845510327556,185.16154283047536,577.1818056278119,570.6900107437979,503.72367042079367,616.9530638847853,568.0405977765072,391.8903063447024,368.990356040806,757.5786656699487,855.4845168125003,518.9035806561864,425.4976971253906,141.9288521111642,541.4760209904132,833.7211402482618,263.471907554289,1033.0542146563275,439.8190958429319,1192.630163872124,511.31608032500446,381.6053674268805,353.548918846192,0.0,314.57904940048604,235.7039297383604,279.2257779174529,547.0938894896999,98.42378943068012,715.9299861857362,540.5443976609731,471.0797759763583,622.7488019204842,723.4458568166367,570.0008592922436,583.1533283568788,312.1347984560705,230.3626165872831,157.13790197029803,780.4680897055589,593.8834868589786,571.2294527810151,526.4454158606914,603.3741431411217,507.9813402391439,501.1332131443527,369.52330053059205,514.9242917811976,454.9973427561002,842.7619198259086,569.2785525841125,537.9196093933181,564.2028565325346,49.88862627067486,454.6259708662921,452.78464440672747,529.5165826552302,50.95066002592808,564.0897193234273,586.0495976607126,64.45189289579699,493.7984306524175,520.3255208310345,166.87537584527996,424.631812126359,610.3594213729625,338.1966431600846,550.6520368000968,1000.0778703774268,366.13480459253,566.0626673794405,849.4570142947832,348.31315885318185,280.8350726066139,254.68877902873683,656.4062574382922,556.0704365652683,533.9009684311949,505.8925733428565,177.96351674033664
Paragominas,216.91165638243208,215.2523702887678,157.89415916256473,476.81370046939287,505.5448249140237,875.3917165137501,799.4961370380474,786.0007820292675,372.1377335356401,225.22259999558943,419.7808712780662,263.21822978471783,108.97419392110729,935.235430578411,300.90122008070176,232.83309689169263,582.5594566433242,221.49039467403583,238.10208214793036,820.4172765055686,220.30448923390557,242.72266401390772,204.6903698945704,242.22456587825116,564.2985897688786,296.15925023556554,204.89802138286532,408.15546417548046,182.80953117873952,186.6726215981653,295.63445022049376,237.0460680006953,451.5546702465638,235.4691331685217,135.50327394667426,217.29534975479035,431.2924351377438,262.9247243021567,592.5660290083978,152.65441686547686,708.1353510115947,404.1631747768319,320.3830873902557,847.8280121071444,275.1477246704877,114.11303363296348,367.0102591908832,1156.176538474689,530.1806875471665,129.14029644606677,180.5981724693353,494.8251814407208,228.92438620763173,211.8500026661376,196.5744607734377,56.61549594348698,156.4126637731893,1029.3886387221282,329.1644253511465,1172.66505734204,233.90178127427788,959.2285944724888,255.23252947677355,135.19007986402676,266.1798222324792,379.9918824270977,266.3836036702593,263.3581554952321,216.02559909980715,620.8442983953169,427.4789378080935,218.338495478069,173.2543282340203,774.2292415454884,786.4694185372124,279.54382859848255,119.27347675800294,267.6859722535934,228.8209813530021,1037.7061892929544,329.41905059274325,958.375816398353,275.2781590079546,1128.568812746361,196.7408013230669,640.2568518493055,340.37056428628813,314.57904940048604,0.0,458.0321573028433,576.1196699347174,233.3967902249599,402.5931010066569,769.2877911924548,283.9476027895369,379.0040809593206,560.7602492593319,683.4728871616005,255.7342350488793,268.6286422324168,612.497018953097,525.3631364502054,174.26466178819942,851.9746969466282,281.5450501126788,290.9348513771966,234.69672009516788,347.87734424233633,212.5980328920924,187.68839504424832,674.133663969094,203.57312010459117,761.3771906990509,849.8820748364348,256.41203630376435,243.3203595498584,264.23769944744095,300.1475099014838,148.0612336588692,682.4733012715598,222.67934032772067,355.4257692716934,262.5040803570135,272.4405824080125,277.40975721641416,183.68681104057853,303.2504147020148,459.1831483701987,475.1032215309981,329.66358639017216,130.08748491507404,246.23533028983337,993.4455716902354,97.07980342214826,251.5268721482456,955.8742969223608,581.1695041892035,256.63932614700167,68.51476837983809,689.9578996897023,258.50074191096706,226.35197590535236,485.3287805610837,470.3444897076235
Parauapebas,522.9410586764094,264.3408470146612,512.4608784961162,655.3392856059328,69.39240254982839,797.0386048102782,809.2637776297323,377.2608896720329,594.9639619353458,584.4289213120206,255.87887731284,714.2296443077765,532.8479483692134,671.6636986938536,421.545620901006,347.2589860191085,149.262972633429,556.8333993031225,590.6821848682773,597.8089384579295,588.7569469877654,226.6820283689766,636.9221985760954,689.1121571412839,400.3728775660777,232.2533888871096,296.07055863609787,559.6131211674995,568.6093550604163,644.6994206601549,614.0080586626419,446.829371456517,53.97009419703822,670.9836643674798,582.4088669480587,615.49932445283,684.2741074585439,629.938633487793,250.21708097492092,550.6663120931953,268.8453755679289,96.0247201950692,511.00718925242177,701.5490063276461,668.3025839089925,360.7129888988152,137.87990206005352,983.3037022120428,185.18061941424756,582.6402065142612,287.78865415181144,568.6199878045232,644.3130225520384,479.0017937863623,593.8863945312046,468.4603442684905,591.8894941208308,664.9972635905865,134.17134957705974,765.8428267523595,225.41777015814608,746.7559048439036,490.0009442745191,568.3512421504679,673.149525307482,78.1214752739943,680.4472791946984,666.5751477256724,580.8687569345714,447.7933774121703,509.85626661549225,413.39819206242095,416.31438422570994,567.7778276221675,708.8278551637638,549.1388721128387,577.1509462682025,190.6778678406087,653.1515978845399,603.7719530560861,184.9323971680128,879.5302539306618,435.5350009311184,1026.603577928273,637.2816734307011,184.2900116770544,274.83564866974655,235.7039297383604,458.0321573028433,0.0,180.84412075541888,662.6730876655089,168.97739019769065,510.5056805011608,581.2979956305873,402.1129325197826,496.6467180338968,569.6830662485069,687.7985185145119,703.4222649262242,215.64106618343243,147.6074266726529,289.03230678800344,564.288643082032,700.6300069890343,630.1994887640096,604.6216238629403,632.7744976695079,593.1540512492916,637.1615801064672,276.66837796592296,624.9589467268631,357.44445689944587,652.808171893486,679.667884436681,617.965221715115,648.3222783270438,202.1821511204875,562.3336139830989,228.84361041551887,628.504590425374,192.57431418022315,650.6610421000295,698.6099793421139,213.2536767555326,603.0066047253176,532.2038175721733,127.15835974476224,262.2826914716394,664.6774233086732,409.7083062469172,643.1947157686064,810.0660361590959,462.0531069237538,691.4682269042663,620.5989179861365,124.28835351077576,265.77071409042776,421.8451589845345,465.43208429551686,637.7263600876843,682.1695797496772,373.5716819085614,127.1480650388986
Pau D'Arco,681.904483868678,361.63663106962025,661.7352664662329,833.7628175905761,112.39771039528286,962.1651417536532,985.0146861619186,437.8799357172137,768.5497419824296,737.607220090614,435.76364320884727,839.2929825569046,667.2883926732475,793.5346124029293,596.4656585516904,514.4410872636093,62.81559713049924,713.025601265959,745.4982618260184,738.8092383977086,740.2302225001405,334.0203156313387,772.1384648166071,817.3506827619403,569.7654534155265,290.56072553599444,452.8798909799488,737.7939646517019,715.1438645958358,758.0809862673087,776.0266936391938,613.522511246471,146.03289967676642,805.3976177673482,709.5298618901022,761.1114924973573,857.294952776102,783.5406288691778,83.5473913928159,693.2146825571726,145.00311026036903,176.49955597088487,684.4036263997195,857.0582379122624,817.0472063239462,465.2039286608602,209.21211401276324,1122.2655508931073,63.89040571733619,705.2034204314252,430.6362975414518,749.4483397270752,785.8646345116701,640.4590391758768,738.8385493382858,600.0598318315259,724.6600870194985,733.5773377018353,292.91641162358485,791.9360187250564,364.1953030060029,882.6394626303899,657.0317600733741,701.3020687750403,818.1349083916671,234.60243467874236,823.3767798483549,812.4899145396133,732.7011013901316,611.9755216251027,690.1524878512023,578.3926357897183,573.7621637838921,715.508889171244,876.6304239872961,715.2810144660094,693.2063479255287,321.93300043844243,791.8390336710095,605.5673745969684,359.99094931763824,1042.4482959564154,607.4026070795536,1181.7450994095266,768.7015898664414,146.07593668499615,454.14717660040753,279.2257779174529,576.1196699347174,180.84412075541888,0.0,799.6519039377976,180.9217185974059,646.0321932517259,745.1255873288728,582.383634503964,673.2246242966728,737.1852572034423,824.0575483798855,838.665615169587,37.85604915166422,50.76034315956077,402.5187283771992,683.7375842530556,842.2779265596705,789.2829122656424,756.5303156745484,800.4934861429308,742.1587010934315,763.2153925959007,101.90690942398776,763.9488922138866,188.7017207090236,798.0378732400476,819.3504204243421,769.4121241629804,798.7180237753464,277.71440371848473,701.1708191919054,241.31146592797865,772.4820719799502,229.4835906253693,800.1320636209837,837.5353951427129,299.4271586875513,741.9834961998267,702.5645177902409,117.06514913863953,436.6213487233915,825.7699469348784,558.488539539621,790.1331010483847,951.8722952780164,603.2560240176339,823.9491760870645,711.3621066574732,173.0456485617833,432.80892744526375,524.700942719402,615.9238559074639,788.8997043357391,801.7108459127381,551.1377925793697,105.82161207449356
Peixe-Boi,191.0939619852697,444.323708605488,161.7420049210926,395.9661905858874,718.5094914203459,865.5483300467052,752.8751649747292,944.8940902688678,300.9040694542244,125.62367322541937,549.4423703467581,85.04889701800464,132.37784390644538,1011.5081054087703,351.66854179489883,349.4789451883995,798.9414235801104,156.86343206298378,132.62863745214054,887.9301799292251,113.9659546060029,466.6426633718044,28.733602186834656,56.94395458489965,647.7008434291107,527.9588610468046,371.673066352028,373.1177247880293,106.70222918522556,132.61761198193105,180.8187727562178,278.64294147565795,666.2229754102866,17.176308665638192,101.43973342387764,68.98140922452619,310.33742149418254,113.45816766038278,822.4586854048109,114.34196502370824,924.6990827457328,624.0820654085486,306.09498341757404,875.2536211406452,78.6872818378451,346.8392506453139,591.2161852143884,1171.0887958620829,757.9087439930461,117.41402066002556,375.2514747371728,476.0360212865866,32.72415936328795,231.1370028941126,81.30997051023584,199.7567948709965,77.02712333633549,1151.2858197181754,528.597155849455,1314.8407954385611,440.0378955097289,1008.303804135302,257.49176239077525,99.33503382917006,53.8861803856103,585.7207638536192,43.57740387769784,58.5927443814345,120.19929033872631,695.729382942554,429.2524768488161,292.1049060982239,264.4488542125516,839.6651901449973,787.2598142585701,227.85765035066672,146.282662228191,480.1993621836136,13.662092569513836,1203.1140588603512,501.54576329655424,940.3791170494214,319.0103627678982,1109.0628380259068,43.20888521767442,846.9104847767903,468.9434375355026,547.0938894896999,233.3967902249599,662.6730876655089,799.6519039377976,0.0,631.7852861509137,859.558762821289,200.7069033096457,439.36411525199424,597.9783192894275,718.5181166968732,25.24750514920435,41.46036485353793,836.8556587805731,749.2239917054864,398.9728218324044,947.0770930165572,50.46158991012507,155.4843880886227,109.01549399112032,235.03726411853611,98.80999255281544,69.93743889859786,899.7297525412612,38.79505801140896,987.2335404675244,901.9023445451542,25.102498047206478,101.34101869338194,88.85923617168834,528.7509297841893,100.36003715456732,874.8022437734581,53.45095430549348,585.8379522706506,82.24766993170431,39.04402138034031,505.3631151865482,60.0664409598731,269.8407108714673,683.9454380413281,603.4740210056574,175.76587081570642,256.00623953466703,65.6365350377672,1025.177410049246,200.65833072939176,38.3431548135104,1066.4050220221218,780.3003766909079,414.76380557701793,298.9209906188105,775.5693847174149,95.1675693113945,100.956941322095,568.0098886693536,694.7944885179228
Piçarra,535.1244268326769,187.70025447876168,505.4057306231981,723.5421613789814,158.7626730465739,939.5584259022507,932.4453238839384,538.5990878820804,644.0287403318587,583.1631539586747,379.8235930053633,665.2471038245604,499.9656427498606,838.9360803218764,481.24849154416455,386.872323762035,207.65030948662164,562.2518442911829,592.5374138388171,760.0986292974746,584.1039174329283,167.58656942430076,603.6050687951138,644.8175083085052,544.1546430142238,110.1496854853189,314.7112955916628,628.7856309326124,555.2421384937327,580.7896138890071,630.8308994775158,480.0421595735807,119.35785624874688,636.0177806091103,537.6948628755067,599.6317025926743,729.508362602728,628.6212962803137,190.6978674053524,530.6979834308993,323.66418431317646,76.09651743584914,561.7842035889423,854.5094799094651,657.1928293493996,289.3781160535421,58.43281392162121,1144.2534927347783,128.1505156757469,531.4676100901937,279.5272561105419,662.5011170508437,621.0645076415209,498.1421992667408,577.2396536351796,432.5527231923464,555.431124979398,830.744954323203,184.8138154507749,920.5376821621747,216.80865486690456,910.0170617794456,522.5057146592151,532.5300816901178,655.3145989483403,150.39654739087646,659.012193654804,650.4472164030061,577.0650258711338,596.7245748694587,595.6044134602654,443.6848734080595,428.94806913918006,727.1949669124948,848.7799121752761,577.5286091043088,517.2598060164162,175.14400028723898,625.1018017824529,747.3299773850592,266.0919131784992,1023.9231272297634,484.09618351622015,1177.4922142174244,598.185407916093,288.33526651562414,364.8252991069442,98.42378943068012,402.5931010066569,168.97739019769065,180.9217185974059,631.7852861509137,0.0,675.4780733238418,603.112395088832,491.7652637578682,623.1181811912427,712.1438870056394,655.4905283616363,669.3764886937224,214.4730198168345,131.95694481451682,233.20631383190928,732.3046977376614,676.8095614892727,640.1516245717138,600.4900559065964,663.3113594983606,583.7860724509953,590.2671234882442,273.42660277948016,597.7864065611,359.9414982748687,812.7023125987496,652.8870868571562,612.702973173728,640.5602945583851,103.03580735355428,535.9374411587182,365.9602072998412,609.5892127620983,48.76815764210414,641.1492445214976,670.3878742899193,126.5050250649482,576.1453382695629,572.6813737347883,69.96046660617407,403.75677225832953,678.4186830146642,405.14314420685486,629.2207383657569,970.5351496776028,441.9673583005045,653.359904496978,789.1372405845699,264.6310251149677,311.6929174526367,347.1176756445284,624.6684767644628,631.5989088533983,625.9551918510888,501.1037712580052,80.59512987398028
Placas,668.4784496279561,683.9808959766784,706.8972806169281,581.8405652560822,553.0191715706849,370.1649897842592,469.03398849040246,296.5975006620186,608.483137522614,736.4671183274545,355.1130749021557,940.3349926890844,774.4480305313981,169.9769616109283,508.3002443729082,539.575386811965,585.5569069095112,703.7129425536302,732.7796546439967,94.9726066890645,747.3052375108566,649.032922053914,846.5495254717554,910.208971800444,212.1305444249576,703.0281035606931,569.3713956469954,528.9849169999991,754.9034453511943,919.3596389404609,709.2435085417936,582.8724682574704,564.3012502712431,875.1226108233772,832.7064334135234,791.3434886452073,672.5905734152042,765.7395917589739,729.3188037970933,758.3198589192086,624.0348464216053,599.4106655046157,562.9779254501036,237.256951213033,816.1114101890435,733.0871900242402,630.558317416016,476.4280725651976,679.902119541834,846.3330016849607,609.7418812764836,447.203176023039,828.5439524578861,629.9376138266074,778.7636907321919,740.1841698998279,821.7162564265404,312.1507336546842,531.1047059922101,502.3946462325591,595.110775804543,237.35187642188487,602.4296688788321,804.1688036116101,836.0342573754173,533.1672193390297,850.0059510853013,827.2134834545232,740.3249813996124,166.07228259183768,454.6586061241896,577.641372370397,617.1511097043767,91.48575994829244,313.4984876707044,641.7763203703305,860.1190728270794,596.6877088725465,846.0657054568279,479.952002195188,473.9130914246866,433.7566999925406,541.0634818759241,546.8643304091327,859.8338513222006,527.548989722159,429.8797150208873,715.9299861857362,769.2877911924548,510.5056805011608,646.0321932517259,859.558762821289,675.4780733238418,0.0,676.7087905572533,420.2070005371256,288.0499229127618,217.77588597540992,881.3611427339039,897.1590547989698,665.0412991004878,637.8861641534817,673.4942562169423,87.90968880990278,870.5243090778941,737.3041208712441,756.1727005066687,683.5293416238212,761.3062407288752,877.0096106990634,701.5982681504319,824.0654215073066,744.9321727263216,157.56163006506142,862.2706289129526,767.5922318388127,794.0336756785105,668.8834967292136,779.8819374185043,447.3251940179295,807.3570759916241,686.5133548497982,799.9440438762657,879.6659776861412,666.1052339767793,808.1694039218746,600.9959397534966,636.7552035739144,304.0543023294825,749.7377606185252,649.0380018794032,805.6833758636917,306.1318484963094,705.8461934042003,897.7035147390294,216.27263563234075,473.96033482548745,519.1638392669432,777.4388020805392,84.12814315554725,782.8319950678429,931.7277586568443,292.7073868803892,635.1249729118293
Ponta de Pedras,71.47295994733622,433.0721796732145,126.07202511218952,206.47462318512467,646.5049713436316,665.3030180292907,557.7465575055743,800.557585522502,103.46151124792875,80.79459238252855,404.41643696014864,285.7058776284754,194.6278398458633,821.3307371122411,185.9093032576112,234.1810001842525,728.9086457026202,64.97397610448658,69.98797162002488,696.5500176467638,92.4790027805555,439.1311565056923,199.59185409704628,257.3567081439383,468.1634363733104,518.4679535111023,292.71133579329205,172.41553412043655,123.82596058072303,308.3933468088248,35.43442716801671,135.2493922127523,600.5843382809111,217.84801446092533,229.2948093574985,134.49073824292813,147.34527388579548,91.5929540192891,787.0691323671489,149.13973023533114,850.0605348072642,571.5978559924434,113.7310142199647,675.8346199312407,141.19531507930228,365.530528587339,550.9684092139785,970.3979886251428,717.2067560893948,251.26098934650432,323.6397994239756,275.3545733792428,168.04334400260987,105.26890556443644,134.03366852837996,227.45594932118124,201.7980392576482,978.3153987363032,453.1019160617267,1151.5579178473297,387.2441883014556,811.3885637665902,93.7637350317112,199.18541457225075,163.93737127151425,512.4664885502431,178.93963565109505,155.19071979412362,89.77807287850213,510.8048637698674,231.78020742442607,167.916717906342,174.17644222798046,648.3456476201789,586.5529187646898,36.96417030876125,280.46037491484327,429.9462804426904,187.39150512999385,1058.4329669362044,399.11182127583686,741.0968147755855,158.38770605830757,910.4611264599235,219.51930544631088,758.2590210796586,333.56687130840925,540.5443976609731,283.9476027895369,581.2979956305873,745.1255873288728,200.7069033096457,603.112395088832,676.7087905572533,0.0,263.62182412705664,403.568699649969,521.4482939482763,217.117394564716,231.01105517666176,782.913968573359,697.8920982915392,384.16211969434784,764.6147730666963,197.81587381917632,61.20635156752275,92.30950750485582,64.95926988376021,108.92489963622128,246.44123965804857,846.9196887234192,175.28299775449355,932.5465227784588,706.3717718763468,195.25493963160824,99.48374362149666,120.23564304823353,506.2984474017085,168.2396997531165,765.7433397575364,148.23443694374927,565.1321981264297,126.73359883263444,210.0257537829498,483.3018371754672,170.01736728862824,75.71633430230777,638.5276149921297,452.6359665520429,85.58159213804049,202.63897523583984,137.22997991387044,825.6679691722926,191.3393297381625,237.8787287839872,888.9446326921408,684.0576170971657,315.5473104851324,347.2340072942673,592.7218850023608,110.02435007555366,295.1916662596529,392.3425462861508,647.9209677035269
Portel,248.3123224168043,386.7745064541491,288.7490565617759,257.3024102015587,471.4708579277338,503.5243940281245,455.0551217634729,543.6815021231901,222.64327670305937,316.93156204336606,163.76637881264196,520.3499669276904,360.683736677771,575.0815189831077,88.58762808417927,153.0239338680406,548.3439353298661,283.9277032081516,314.03915773448455,453.7163601811629,327.5320731859641,368.4207352746209,426.59487828786143,490.2264809756096,208.39427904721575,450.08354667018097,218.66648571534708,164.69136614107742,334.89309052242817,505.4438841478652,298.1976922633675,163.93446203482557,439.7804654438578,454.9190301938703,417.6298152639173,371.2805007039121,307.8422887353797,348.8202929952112,644.6797247941913,339.82988473391185,655.9045200033572,433.2620123628975,153.2376123634715,468.8646503273951,398.94310065902,384.2841088312171,433.3327548800222,777.1869750615123,574.7482991683507,433.2843006146993,270.6912136698993,170.91099402489365,408.4730569092866,210.31578549084557,358.5715135361536,338.0621278653597,403.886801043384,715.9493663024818,308.01940641724724,887.9387761859974,299.80665285555614,584.9541034129143,182.63877755973007,387.8180294646728,417.4875242788637,356.2923410773017,431.06767858114654,408.7249919730464,320.41113430139427,257.3394302574287,107.7698892687034,165.43508120239832,209.41849800356096,405.8883520084077,412.37564140734537,227.08581705658216,450.94758878414535,329.806819024741,425.8854074673709,799.4811847666465,228.41746642397987,588.3373000469755,121.27504152302528,756.6098641943829,440.4529256094569,553.4955658365392,129.49256460456286,471.0797759763583,379.0040809593206,402.1129325197826,582.383634503964,439.36411525199424,491.7652637578682,420.2070005371256,263.62182412705664,0.0,181.87865918803604,304.53253776590003,461.3168660030723,477.2070962050368,617.7249281639181,543.815812321915,351.8417918769955,507.7193920623481,451.9016080211957,324.7975331894888,337.0730570831949,286.132127124958,341.2589561383423,458.926596890829,678.4922858193017,403.93259358190505,756.9340824156894,475.8955567264279,442.5515359593743,348.9413926936652,376.54819045969066,423.21057115007807,361.84719262110974,538.5683335910209,387.31313636000624,471.4317209335126,382.147285313374,460.2381846251705,406.7646974141874,388.40710134046265,189.49721240035592,499.3820945715997,200.1805715397157,344.1229774169075,249.3757682618219,386.59900636402296,615.2030797956276,298.6880110540544,477.4969412258166,628.422614703237,475.5694403440021,190.9631034250945,408.50606205874254,336.26846166742973,365.11442802757455,513.5863926450022,129.63676733451703,505.5865241230587
